Part number;Mat;Fdn;d (mm);D (mm);Dd (mm);De (mm);Detol (mm);Dh (mm);Fn (N);Fntol (N);Lk (mm);L0 (mm);L0tol (mm);Ln (mm);sn (mm);S (mm);n (pc.);R (N/mm);Fndyn (N);Fndtol (N);Lndyn (mm);shdyn (mm);Gew (g);PG
D-117P;EN 10270-1;Closed and ground;0.8;11.2;9.8;12;0.35;12.9;14.998;1.16; ;54;2.69;11.08;42.92;6.259;8.5;0.349;14.529;1.16;12.42;22.32;1.4679;C
D-117Q;EN 10270-1;Closed and ground;0.8;11.2;9.8;12;0.35;12.9;14.816;1.1;64.93;84;3.98;16.66;67.34;6.163;13.5;0.22;14.347;1.09;18.79;35.72;2.167;D
D-117R;EN 10270-1;Closed and ground;0.8;10;8.7;10.8;0.3;11.6;17.618;1.68; ;13.5;0.77;4;9.5;5.644;2.25;1.855;17.062;1.7;4.3;4.4;0.5305;C
D-117S;EN 10270-1;Closed and ground;0.8;10;8.7;10.8;0.3;11.6;18.148;1.59; ;16.5;0.87;4.54;11.96;5.709;2.75;1.517;17.602;1.6;4.9;5.3;0.5929;C
D-118;EN 10270-1;Closed and ground;0.8;10;8.7;10.8;0.3;11.6;17.483;1.47; ;20;1.01;5.34;14.66;5.486;3.5;1.192;16.918;1.46;5.81;7;0.6865;C
D-119;EN 10270-1;Closed and ground;0.8;10;8.7;10.8;0.3;11.6;17.092;1.32; ;30;1.4;7.47;22.53;5.309;5.5;0.759;16.532;1.31;8.21;11.18;0.9362;C
D-120;EN 10270-1;Closed and ground;0.8;10;8.7;10.8;0.3;11.6;17.136;1.22; ;45.58;1.97;10.67;34.91;5.268;8.5;0.491;16.578;1.22;11.81;17.24;1.3107;C
D-121;EN 10270-1;Closed and ground;0.8;10;8.7;10.8;0.3;11.6;17.044;1.17;45.43;66;2.73;14.94;51.06;5.216;12.5;0.334;16.488;1.16;16.61;25.44;1.81;C
D-121A;EN 10270-1;Closed and ground;0.8;10;8.7;10.8;0.3;11.6;10.071;1.02;45.43;66;3.86;21.35;44.65;3.524;18.5;0.226;9.512;1.01;23.83;42.1;2.5589;D
D-122;EN 10270-1;Closed and ground;0.8;10;8.7;10.8;0.3;11.6;16.951;1.13;84.12;96.5;3.86;21.35;75.15;5.173;18.5;0.226;16.391;1.12;23.83;37.77;2.5589;C
D-122A;EN 10270-1;Closed and ground;0.8;10;8.7;10.8;0.3;11.6;13.145;1.05;84.12;96.5;4.62;25.62;70.88;4.253;22.5;0.185;12.587;1.04;28.63;53.26;3.0582;D
D-122A-01;EN 10270-1;Closed and ground;0.8;10;8.7;10.8;0.3;11.6;17.144;1.09;168.56;175;6.69;37.36;137.64;5.2;33.5;0.125;16.587;1.08;41.84;67.77;4.4313;E
D-122A-09;EN 10270-1;Closed and ground;0.8;9.2;7.8;10;0.3;10.8;17.791;1.67; ;12.5;0.66;4.2;8.3;4.68;2.5;2.144;17.148;1.5;4.5;4.3;0.5168;C
D-122A-10;EN 10270-1;Closed and ground;0.8;9.2;7.8;10;0.3;10.8;18.778;1.53; ;17.5;0.81;5.24;12.26;4.771;3.5;1.531;18.128;1.52;5.66;5.89;0.6316;C
D-122A-11;EN 10270-1;Closed and ground;0.8;9.2;7.8;10;0.3;10.8;19.669;1.39; ;27.5;1.12;7.31;20.19;4.855;5.5;0.974;19.038;1.38;7.96;8.94;0.8613;C
D-122A-12;EN 10270-1;Closed and ground;0.8;9.2;7.8;10;0.3;10.8;20.219;1.3; ;42.5;1.58;10.43;32.07;4.906;8.5;0.63;19.575;1.29;11.45;13.52;1.2058;C
D-122A-13;EN 10270-1;Closed and ground;0.8;9.2;7.8;10;0.3;10.8;20.542;1.25;44.41;62.5;2.19;14.58;47.92;4.936;12.5;0.429;19.905;1.24;16.07;19.58;1.6652;D
D-122A-14;EN 10270-1;Closed and ground;0.8;9.2;7.8;10;0.3;10.8;20.764;1.21;81.65;92.5;3.1;20.82;71.68;4.957;18.5;0.29;20.123;1.2;23.03;28.41;2.3542;D
D-122B;EN 10270-1;Closed and ground;0.8;8.5;7.2;9.3;0.3;10;16.712;1.51; ;15.5;0.73;5.66;9.84;3.675;4;1.699;15.985;1.5;6.09;6.41;0.6366;D
D-122C;EN 10270-1;Closed and ground;0.8;8;6.7;8.8;0.3;9.5;20.897;1.9; ;10.5;0.44;4.09;6.41;3.88;2.5;3.26;20.114;1.89;4.33;2.8;0.4381;C
D-123;EN 10270-1;Closed and ground;0.8;8;6.7;8.8;0.3;9.5;21.889;1.68; ;14.5;0.58;5.1;9.4;3.914;3.5;2.329;21.074;1.67;5.45;4.3;0.5492;C
D-124;EN 10270-1;Closed and ground;0.8;8;6.7;8.8;0.3;9.5;21.338;1.51; ;21.5;0.8;7.1;14.4;3.764;5.5;1.482;20.523;1.5;7.65;6.88;0.7489;C
D-125;EN 10270-1;Closed and ground;0.8;8;6.7;8.8;0.3;9.5;20.998;1.4; ;32;1.13;10.1;21.9;3.671;8.5;0.959;20.183;1.39;10.95;10.76;1.0485;C
D-126;EN 10270-1;Closed and ground;0.8;8;6.7;8.8;0.3;9.5;21.451;1.34;26.69;47;1.57;14.1;32.9;3.696;12.5;0.652;20.636;1.33;15.35;15.58;1.448;C
D-126A;EN 10270-1;Closed and ground;0.8;8;6.7;8.8;0.3;9.5;11.851;1.16;26.69;47;2.22;20.1;26.9;2.497;18.5;0.441;11.036;1.14;21.95;25.05;2.0471;D
D-127;EN 10270-1;Closed and ground;0.8;8;6.7;8.8;0.3;9.5;21.102;1.29;56.44;68;2.22;20.1;47.9;3.632;18.5;0.441;20.287;1.28;21.95;23.32;2.0471;C
D-127A;EN 10270-1;Closed and ground;0.8;8;6.7;8.8;0.3;9.5;15.902;1.2;56.44;68;2.65;24.1;43.9;2.987;22.5;0.362;15.087;1.19;26.35;33.44;2.4466;D
D-127B;EN 10270-1;Closed and ground;0.8;7.5;6.2;8.3;0.3;8.9;22.469;1.77; ;13;0.51;5.05;7.95;3.486;3.5;2.826;21.534;1.68;5.38;3.84;0.5149;C
D-127C;EN 10270-1;Closed and ground;0.8;7.5;6.2;8.3;0.3;8.9;21.544;1.58; ;19;0.7;7.02;11.98;3.309;5.5;1.798;20.627;1.57;7.53;6.21;0.7021;C
D-127D;EN 10270-1;Closed and ground;0.8;7.5;6.2;8.3;0.3;8.9;22.137;1.48; ;29;0.99;9.98;19.02;3.318;8.5;1.164;21.213;1.47;10.77;9.41;0.983;C
D-127E;EN 10270-1;Closed and ground;0.8;7.5;6.2;8.3;0.3;8.9;22.051;1.4;26.75;45;1.46;14.9;30.1;3.274;13.5;0.733;21.138;1.39;16.15;14.99;1.4511;C
D-127E-01;EN 10270-1;Closed and ground;0.8;7.2;5.8;8;0.3;8.8;24.85;1.87; ;12.8;0.47;5.02;7.78;3.429;3.5;3.194;23.861;1.85;5.33;3.35;0.4943;C
D-127E-02;EN 10270-1;Closed and ground;0.8;7.2;5.8;8;0.3;8.8;24.85;1.69; ;19.2;0.65;6.97;12.23;3.345;5.5;2.033;23.864;1.67;7.46;5.26;0.6741;C
D-127E-03;EN 10270-1;Closed and ground;0.8;7.2;5.8;8;0.3;8.8;27.086;1.7; ;22;0.69;7.46;14.54;3.533;6;1.863;26.105;1.69;7.99;5.31;0.719;C
D-127E-04;EN 10270-1;Closed and ground;0.8;7.2;5.8;8;0.3;8.8;24.85;1.57; ;28.8;0.91;9.91;18.89;3.294;8.5;1.315;23.846;1.55;10.67;8.13;0.9437;D
D-127E-05;EN 10270-1;Closed and ground;0.8;7.2;5.8;8;0.3;8.8;24.85;1.5;22.65;41.6;1.26;13.82;27.79;3.264;12.5;0.894;23.862;1.48;14.92;11.95;1.3032;D
D-127E-06;EN 10270-1;Closed and ground;0.8;7.2;5.8;8;0.3;8.8;24.85;1.45;50.31;60.8;1.78;19.68;41.12;3.243;18.5;0.604;23.858;1.44;21.32;17.69;1.8424;E
D-127E-09;EN 10270-1;Closed and ground;0.8;7.2;5.8;8;0.3;8.8;26.652;2.09; ;10;0.38;4.04;5.96;3.68;2.5;4.472;25.669;2.07;4.26;2.2;0.4044;C
D-128;EN 10270-1;Closed and ground;0.8;6.3;5.1;7.1;0.2;7.6;26.508;2.17; ;10.5;0.37;4.94;5.56;2.771;3.5;4.768;25.223;2.15;5.21;2.62;0.4325;C
D-129;EN 10270-1;Closed and ground;0.8;6.3;5.1;7.1;0.2;7.6;26.248;1.95; ;15.5;0.51;6.85;8.65;2.673;5.5;3.034;24.941;1.93;7.28;4.15;0.5898;C
D-130;EN 10270-1;Closed and ground;0.8;6.3;5.1;7.1;0.2;7.6;26.087;1.81; ;23;0.72;9.71;13.29;2.612;8.5;1.963;24.816;1.79;10.36;6.43;0.8257;C
D-131;EN 10270-1;Closed and ground;0.8;6.3;5.1;7.1;0.2;7.6;25.993;1.73;10.48;33;1;13.53;19.47;2.576;12.5;1.335;23.497;1.71;15.4;9.81;1.1403;C
D-131A;EN 10270-1;Closed and ground;0.8;6.3;5.1;7.1;0.2;7.6;12.397;1.46;10.48;33;1.42;19.26;13.74;1.741;18.5;0.902;11.104;1.44;20.69;12.31;1.6121;D
D-132;EN 10270-1;Closed and ground;0.8;6.3;5.1;7.1;0.2;7.6;25.928;1.67;37.5;48;1.42;19.26;28.74;2.551;18.5;0.902;24.635;1.65;20.69;14.07;1.6121;C
D-132A;EN 10270-1;Closed and ground;0.8;6.3;5.1;7.1;0.2;7.6;18.487;1.53;37.5;48;1.69;23.07;24.93;2.098;22.5;0.742;17.2;1.51;24.81;20.63;1.9267;D
D-132A-01;EN 10270-1;Closed and ground;0.8;6.3;5.1;7.1;0.2;7.6;19.938;1.53;57.79;65;2.18;29.76;35.24;2.176;29.5;0.566;18.645;1.51;32.04;26.15;2.4771;E
D-132A-10;EN 10270-1;Closed and ground;0.8;5.6;4.4;6.4;0.2;6.9;38.085;2.72; ;10.5;0.32;4.89;5.61;2.771;3.5;6.789;36.456;2.69;5.13;1.5;0.3845;C
D-132A-11;EN 10270-1;Closed and ground;0.8;5.6;4.4;6.4;0.2;6.9;41.474;2.52; ;16.5;0.44;6.9;9.6;2.855;5.5;4.32;40.394;2.49;7.15;2.1;0.5243;C
D-132A-12;EN 10270-1;Closed and ground;0.8;5.6;4.4;6.4;0.2;6.9;33.293;2.22; ;21.5;0.61;9.59;11.91;2.435;8.5;2.795;31.672;2.19;10.17;4.4;0.734;C
D-132B;EN 10270-1;Closed and ground;0.8;5.6;4.4;6.4;0.2;6.9;27.876;2.03; ;28;0.85;13.34;14.67;2.176;12.5;1.901;26.213;2.01;14.21;7.53;1.0136;C
D-132C;EN 10270-1;Closed and ground;0.8;5.6;4.4;6.4;0.2;6.9;30.427;2.03;23.97;36;1.03;16.15;19.85;2.271;15.5;1.533;28.774;2.01;17.23;8.75;1.2233;D
D-132D;EN 10270-1;Closed and ground;0.8;5.6;4.4;6.4;0.2;6.9;30.866;2.01;33.76;43;1.2;18.97;24.03;2.281;18.5;1.284;29.207;1.98;20.26;10.33;1.433;D
D-132E;EN 10270-1;Closed and ground;0.8;5.6;4.4;6.4;0.2;6.9;31.179;1.97;52.74;59;1.62;25.54;33.46;2.282;25.5;0.932;29.529;1.95;27.31;14.11;1.9223;D
D-133;EN 10270-1;Closed and ground;0.8;5;3.8;5.8;0.2;6.3;32.962;3.14; ;8.3;0.28;4.84;3.46;2.143;3.5;9.538;30.807;3.11;5.07;1.57;0.3433;C
D-134;EN 10270-1;Closed and ground;0.8;5;3.8;5.8;0.2;6.3;32.182;2.81; ;12;0.38;6.7;5.3;2.036;5.5;6.07;30.044;2.78;7.05;2.51;0.4681;C
D-135;EN 10270-1;Closed and ground;0.8;5;3.8;5.8;0.2;6.3;31.503;2.59; ;17.5;0.54;9.48;8.02;1.965;8.5;3.927;29.377;2.56;10.02;3.93;0.6553;C
D-136;EN 10270-1;Closed and ground;0.8;5;3.8;5.8;0.2;6.3;30.215;2.45; ;24.5;0.75;13.19;11.31;1.896;12.5;2.671;28.068;2.42;13.99;5.95;0.905;C
D-136A;EN 10270-1;Closed and ground;0.8;5;3.8;5.8;0.2;6.3;10.381;2.06; ;24.5;1.06;18.75;5.75;1.281;18.5;1.804;8.246;2.03;19.93;4.57;1.2795;D
D-137;EN 10270-1;Closed and ground;0.8;5;3.8;5.8;0.2;6.3;31.132;2.37;26.98;36;1.06;18.75;17.25;1.903;18.5;1.804;28.998;2.34;19.93;8.63;1.2795;C
D-137A;EN 10270-1;Closed and ground;0.8;5;3.8;5.8;0.2;6.3;20.097;2.18;29.99;36;1.26;22.45;13.55;1.564;22.5;1.484;17.982;2.15;23.88;12.1;1.5291;D
D-138;EN 10270-1;Closed and ground;0.8;4;2.8;4.8;0.15;5.2;39.399;4.79; ;6.9;0.23;4.79;2.12;1.743;3.5;18.629;35.767;4.74;4.98;0.96;0.2746;C
D-139;EN 10270-1;Closed and ground;0.8;4;2.8;4.8;0.15;5.2;36.69;4.24; ;9.7;0.31;6.61;3.1;1.618;5.5;11.855;32.956;4.19;6.92;1.6;0.3745;C
D-140;EN 10270-1;Closed and ground;0.8;4;2.8;4.8;0.15;5.2;35.783;3.9; ;14;0.44;9.34;4.67;1.553;8.5;7.671;32.14;3.48;9.81;2.51;0.5243;C
D-141;EN 10270-1;Closed and ground;0.8;4;2.8;4.8;0.15;5.2;34.034;3.68; ;19.5;0.61;12.98;6.53;1.496;12.5;5.216;30.409;3.62;13.67;3.81;0.724;C
D-142;EN 10270-1;Closed and ground;0.8;4;2.8;4.8;0.15;5.2;33.71;3.53;20.48;28;0.86;18.44;9.57;1.47;18.5;3.524;30.098;3.48;19.46;5.67;1.0236;C
D-142A;EN 10270-1;Closed and ground;0.9;14.1;12.6;15;0.4;16.4;22.328;1.73; ;39.2;2.05;6.42;32.78;10.943;3.5;0.681;20.608;1.72;8.95;11;1.2251;C
D-142AA;EN 10270-1;Closed and ground;0.8;3.6;2.4;4.4;0.15;4.8;31.557;5.75; ;6;0.21;4.77;1.23;1.486;3.5;25.554;26.576;5.68;4.96;0.92;0.2472;C
D-142AB;EN 10270-1;Closed and ground;0.8;3.6;2.4;4.4;0.15;4.8;39.456;5.23; ;9;0.29;6.57;2.43;1.491;5.5;16.261;34.799;5.16;6.86;1.27;0.337;C
D-142AC;EN 10270-1;Closed and ground;0.8;3.6;2.4;4.4;0.15;4.8;39.073;4.81; ;13;0.4;9.29;3.71;1.435;8.5;10.522;34.302;4.74;9.74;1.98;0.4718;C
D-142AD;EN 10270-1;Closed and ground;0.8;3.6;2.4;4.4;0.15;4.8;41.022;4.55;9.61;20;0.59;13.81;6.19;1.422;13.5;6.625;36.305;4.48;14.52;3.05;0.6965;C
D-142B;EN 10270-1;Closed and ground;0.9;14.1;12.6;15;0.4;16.4;21.951;1.55; ;59.7;2.82;9.07;50.63;10.691;5.5;0.434;20.549;1.55;12.3;17.3;1.6707;C
D-142C;EN 10270-1;Closed and ground;0.9;14.1;12.6;15;0.4;16.4;21.748;1.42;75.38;101;4.36;14.35;86.65;10.537;9.5;0.251;20.606;1.41;18.9;29.84;2.5617;C
D-142D;EN 10270-1;Closed and ground;0.9;14.1;12.6;15;0.4;16.4;21.647;1.35;148.8;163;6.65;22.28;140.72;10.458;15.5;0.154;20.537;1.34;29.5;48.79;3.8982;D
D-142D-01;EN 10270-1;Closed and ground;0.9;11.4;9.8;12.3;0.35;13.3;21.79;1.62; ;35;1.57;8.44;26.56;6.2;5.5;0.82;21.089;1.61;9.29;12.76;1.3507;D
D-143;EN 10270-1;Closed and ground;0.9;9.4;8;10.3;0.3;10.9;8.91;1.41; ;22;1.42;12.04;9.96;2.344;9;0.894;7.958;1.4;13.1;8.9;1.6335;D
D-143A;EN 10270-1;Closed and ground;0.9;9.1;7.7;10;0.3;10.8;35.357;2.17; ;19.7;0.65;5.75;13.95;5.371;3.5;2.534;29.397;2.16;8.1;4.54;0.7907;C
D-143B;EN 10270-1;Closed and ground;0.9;9.1;7.7;10;0.3;10.8;34.021;1.95; ;29.1;0.89;8;21.1;5.127;5.5;1.613;30.48;1.94;10.2;6.89;1.0782;C
D-143C;EN 10270-1;Closed and ground;0.9;9.1;7.7;10;0.3;10.8;33.13;1.79;16.48;48;1.38;12.52;35.48;4.958;9.5;0.934;30.251;1.77;15.6;11.98;1.6533;C
D-143D;EN 10270-1;Closed and ground;0.9;9.1;7.7;10;0.3;10.8;32.627;1.7;62.92;76.3;2.11;19.28;57.02;4.865;15.5;0.572;30.1;1.68;23.7;16.99;2.5158;D
D-143E;EN 10270-1;Closed and ground;0.9;8.6;7.2;9.5;0.3;10.1;23.61;1.77; ;27;1.01;10.15;16.85;3.48;7.5;1.401;22.488;1.75;10.95;10.72;1.2907;C
D-143F;EN 10270-1;Closed and ground;0.9;8.6;7.2;9.5;0.3;10.1;29.346;1.82; ;35;1.11;11.26;23.74;4.012;8.5;1.236;28.225;1.8;12.17;10.52;1.4266;C
D-143G;EN 10270-1;Closed and ground;0.9;8.6;7.2;9.5;0.3;10.1;29.535;1.77; ;43;1.33;13.49;29.51;4.01;10.5;1.001;28.413;1.76;14.61;12.92;1.6983;C
D-143H;EN 10270-1;Closed and ground;0.9;8.6;7.2;9.5;0.3;10.1;37.497;1.85;50.51;65;1.65;16.83;48.17;4.748;13.5;0.778;31.993;1.83;23.9;15.01;2.1059;C
D-143H-10;EN 10270-1;Closed and ground;0.9;7.5;6;8.4;0.3;9.2;41.019;2.38; ;22;0.61;7.76;14.24;3.836;5.5;2.881;36.008;2.35;9.5;4.55;0.8886;D
D-143J;EN 10270-1;Closed and ground;0.9;7.1;5.8;8;0.25;8.6;33.412;2.2; ;29;0.86;12;17;2.958;9.5;1.966;31.787;2.17;12.83;8.04;1.2899;C
D-143K;EN 10270-1;Closed and ground;0.9;7.1;5.8;8;0.25;8.6;35.481;2.18; ;36;1.01;14.15;21.85;3.052;11.5;1.624;33.859;2.16;15.15;9.29;1.5142;C
D-143L;EN 10270-1;Closed and ground;0.9;7.1;5.8;8;0.25;8.6;33.006;2.09;26.04;43;1.24;17.37;25.63;2.903;14.5;1.288;31.387;2.07;18.63;12.39;1.8507;C
D-143M;EN 10270-1;Closed and ground;0.9;7.1;5.8;8;0.25;8.6;32.808;2.04;45.96;57;1.62;22.74;34.26;2.877;19.5;0.958;31.183;2.02;24.44;16.73;2.4116;D
D-143P;EN 10270-1;Closed and ground;0.9;6.4;4.9;7.3;0.25;8;38.582;3.13; ;10.8;0.35;5.5;5.3;2.829;3.5;7.285;36.571;3.1;5.78;2.27;0.5561;C
D-143Q;EN 10270-1;Closed and ground;0.9;6.4;4.9;7.3;0.25;8;43.483;2.89; ;17;0.48;7.62;9.38;2.927;5.5;4.636;39.869;2.86;8.4;3.32;0.7583;C
D-143R;EN 10270-1;Closed and ground;0.9;6.4;4.9;7.3;0.25;8;46.69;2.74; ;26.36;0.68;10.8;15.56;2.995;8.5;3;40.676;2.71;12.8;5.03;1.0616;D
D-143S;EN 10270-1;Closed and ground;0.9;6.4;4.9;7.3;0.25;8;48.285;2.65;23.36;38.7;0.94;15.03;23.67;3.024;12.5;2.04;40.796;2.62;18.7;7.38;1.4661;D
D-143T;EN 10270-1;Closed and ground;0.9;6.4;4.9;7.3;0.25;8;49.509;2.58;48.63;57.3;1.33;21.38;35.92;3.049;18.5;1.378;40.52;2.55;27.9;11;2.0727;D
D-144;EN 10270-1;Closed and ground;0.9;6;4.7;6.9;0.2;7.4;35.973;2.88; ;19.5;0.6;10.2;9.3;2.325;8;3.868;33.652;2.85;10.8;4.95;0.9479;D
D-144A;EN 10270-1;Closed and ground;0.9;5.4;4.1;6.3;0.2;6.8;46.873;4.21; ;9.3;0.29;5.44;3.86;2.4;3.5;12.128;43.782;4.16;5.69;1.51;0.4692;C
D-144B;EN 10270-1;Closed and ground;0.9;5.4;4.1;6.3;0.2;6.8;46.984;3.78; ;13.6;0.4;7.51;6.09;2.309;5.5;7.718;44.069;3.74;7.89;2.36;0.6398;C
D-144C;EN 10270-1;Closed and ground;0.9;5.4;4.1;6.3;0.2;6.8;47.065;3.46; ;22.2;0.62;11.67;10.53;2.242;9.5;4.468;44.101;3.41;12.33;4.07;0.9811;C
D-144D;EN 10270-1;Closed and ground;0.9;5.4;4.1;6.3;0.2;6.8;47.108;3.28;23.71;35.1;0.94;17.9;17.2;2.206;15.5;2.739;44.146;3.24;18.98;6.63;1.4929;C
D-145;EN 10270-1;Closed and ground;0.9;4.5;3.2;5.4;0.2;5.8;50.167;4.64;9.21;24;0.68;15.11;8.89;1.777;13;5.642;45.646;4.57;15.91;4.01;1.0664;D
D-145A;EN 10270-1;Closed and ground;0.9;3.6;2.3;4.5;0.2;4.9;59.736;9.22; ;6.8;0.2;5.34;1.46;1.686;3.5;40.932;51.984;9.12;5.53;0.66;0.3128;C
D-145B;EN 10270-1;Closed and ground;0.9;3.6;2.3;4.5;0.2;4.9;60.852;8.24; ;9.7;0.28;7.36;2.34;1.6;5.5;26.048;52.877;8.12;7.67;1.02;0.4265;C
D-145C;EN 10270-1;Closed and ground;0.9;3.6;2.3;4.5;0.2;4.9;63.183;7.49; ;15.6;0.43;11.41;4.19;1.547;9.5;15.08;55.193;7.37;11.94;1.71;0.654;C
D-145D;EN 10270-1;Closed and ground;0.9;3.6;2.3;4.5;0.2;4.9;63.592;7.06;17.15;24.36;0.66;17.48;6.88;1.514;15.5;9.243;55.549;6.94;18.35;2.77;0.9953;C
D-145D-01;EN 10270-1;Closed and ground;1;17.5;15.8;18.5;0.5;19.9;18.76;1.89; ;42;2.95;7.46;34.54;11.714;3.5;0.543;18.227;1.88;8.44;18.44;1.8772;D
D-145D-02;EN 10270-1;Closed and ground;1;17.5;15.8;18.5;0.5;19.9;18.809;1.69; ;65;4.08;10.58;54.42;11.636;5.5;0.346;18.276;1.68;12.12;28.91;2.5599;D
D-145D-03;EN 10270-1;Closed and ground;1;17.5;15.8;18.5;0.5;19.9;18.952;1.57;52.77;100;5.74;15.25;84.75;11.647;8.5;0.224;18.421;1.56;17.63;44.43;3.5838;D
D-145D-04;EN 10270-1;Closed and ground;1;17.5;15.8;18.5;0.5;19.9;18.861;1.48;133.3;157;8.5;23.05;133.95;11.556;13.5;0.141;18.329;1.47;26.83;70.81;5.2904;D
D-145DA;EN 10270-1;Closed and ground;1;23;21.1;24;0.6;24.9;4.754;0.71; ;28.5;4.3;8.63;19.87;7.857;3.5;0.239;4.378;0.65;10.2;18.3;2.4672;E
D-145DB;EN 10270-1;Closed and ground;1;23;21.1;24;0.6;24.9;4.885;0.73; ;44.5;7.62;12.41;32.09;7.909;5.5;0.152;4.511;0.67;14.87;29.63;3.3644;E
D-145DC;EN 10270-1;Closed and ground;1;23;21.1;24;0.6;24.9;4.995;0.75; ;68.8;8.6;18.09;50.71;7.976;8.5;0.099;4.621;0.67;21.89;46.91;4.7102;E
D-145DD;EN 10270-1;Closed and ground;1;23;21.1;24;0.6;24.9;5.046;0.75; ;101;15.2;25.67;75.33;8;12.5;0.067;4.671;0.7;31.26;69.74;6.5045;F
D-145DE;EN 10270-1;Closed and ground;1;23;21.1;24;0.6;24.9;5.113;0.76;101.87;150;17.15;37.03;112.97;8.054;18.5;0.045;4.739;0.71;45.3;104.7;9.1961;F
D-145DF;EN 10270-1;Closed and ground;1;20;18.2;21;0.5;22;4.384;1.54; ;20;4.05;7.95;12.05;5.429;3.5;0.364;3.937;1.53;9.18;10.82;2.1454;D
D-145DG;EN 10270-1;Closed and ground;1;20;18.2;21;0.5;22;4.642;1.37; ;31.4;5.59;11.35;20.05;5.527;5.5;0.232;4.195;1.36;13.28;18.12;2.9256;E
D-145DH;EN 10270-1;Closed and ground;1;20;18.2;21;0.5;22;4.802;1.25; ;48.5;7.88;16.45;32.05;5.588;8.5;0.15;4.355;1.25;19.43;29.07;4.0958;E
D-145DJ;EN 10270-1;Closed and ground;1;20;18.2;21;0.5;22;4.895;1.18; ;71.3;10.91;23.25;48.05;5.624;12.5;0.102;4.449;1.18;27.63;43.67;5.6561;E
D-145DK;EN 10270-1;Closed and ground;1;20;18.2;21;0.5;22;4.925;1.14;34.02;105;14.44;33.45;71.55;5.622;18.5;0.069;4.479;1.13;39.93;65.07;7.9966;F
D-145E;EN 10270-1;Closed and ground;1;16;14.4;17;0.4;18.5;26.582;2.06; ;44.6;2.33;7.19;37.41;12.457;3.5;0.711;24.872;2.05;9.6;12.8;1.7163;D
D-145F;EN 10270-1;Closed and ground;1;16;14.4;17;0.4;18.5;26.2;1.85; ;68.1;3.22;10.16;57.94;12.2;5.5;0.452;24.962;1.84;12.9;20.06;2.3405;D
D-145G;EN 10270-1;Closed and ground;1;16;14.4;17;0.4;18.5;25.893;1.69;86.07;115;4.97;16.1;98.9;12;9.5;0.262;24.924;1.68;19.8;34.65;3.5887;D
D-145H;EN 10270-1;Closed and ground;1;16;14.4;17;0.4;18.5;25.834;1.6;170;186;7.58;25;161;11.935;15.5;0.16;25.048;1.59;29.9;56.46;5.4611;D
D-145H-10;EN 10270-1;Closed and ground;1;13;11.3;14;0.35;15.1;30.82;2.21; ;30;1.32;6.74;23.26;8.286;3.5;1.325;29.995;2.2;7.36;8.31;1.3945;E
D-145H-11;EN 10270-1;Closed and ground;1;13;11.3;14;0.35;15.1;30.82;1.94; ;54;2.07;10.8;43.2;8.154;6.5;0.713;29.998;1.92;11.95;15.44;2.1552;E
D-146;EN 10270-1;Closed and ground;1;12.5;10.9;13.5;0.35;14.3;25.826;2.15; ;24;1.18;6.67;17.33;6.571;3.5;1.49;24.947;2.14;7.26;9.1;1.3409;C
D-147;EN 10270-1;Closed and ground;1;12.5;10.9;13.5;0.35;14.3;25.758;1.94; ;36.5;1.64;9.34;27.16;6.455;5.5;0.948;24.885;1.92;10.26;14.33;1.8285;C
D-148;EN 10270-1;Closed and ground;1;12.5;10.9;13.5;0.35;14.3;25.87;1.8; ;55.5;2.3;13.34;42.16;6.412;8.5;0.614;25;1.79;14.76;22.06;2.5599;C
D-149;EN 10270-1;Closed and ground;1;12.5;10.9;13.5;0.35;14.3;25.796;1.72;53.73;80.5;3.19;18.68;61.82;6.36;12.5;0.417;24.924;1.7;20.77;32.53;3.5351;C
D-149A;EN 10270-1;Closed and ground;1;12.5;10.9;13.5;0.35;14.3;15.173;1.5;53.73;80.5;4.51;26.69;53.81;4.784;18.5;0.282;14.297;1.49;29.79;48.68;4.9979;D
D-150;EN 10270-1;Closed and ground;1;12.5;10.9;13.5;0.35;14.3;24.9;1.65;98.62;115;4.51;26.69;88.31;6.162;18.5;0.282;24.025;1.63;29.79;49.25;4.9979;C
D-150A;EN 10270-1;Closed and ground;1;12.5;10.9;13.5;0.35;14.3;19.236;1.54;98.62;115;5.4;32.02;82.98;5.067;22.5;0.232;18.365;1.53;35.78;68.46;5.9731;D
D-150B;EN 10270-1;Closed and ground;1;11.5;10;12.5;0.35;13.3;27.666;2.24; ;21;0.95;6.54;14.46;5.714;3.5;1.914;26.679;2.22;7.06;7.67;1.2336;C
D-150C;EN 10270-1;Closed and ground;1;11.5;10;12.5;0.35;13.3;27.84;2.02; ;32;1.31;9.14;22.86;5.636;5.5;1.218;26.843;2;9.96;12.01;1.6822;C
D-150D;EN 10270-1;Closed and ground;1;11.5;10;12.5;0.35;13.3;27.553;1.87; ;48;1.85;13.04;34.96;5.529;8.5;0.788;26.549;1.86;14.31;18.69;2.3551;C
D-150E;EN 10270-1;Closed and ground;1;11.5;10;12.5;0.35;13.3;28.516;1.79;53.88;77;2.74;19.53;57.47;5.63;13.5;0.496;27.513;1.77;21.55;29;3.4766;D
D-151;EN 10270-1;Closed and ground;1;10;8.5;11;0.3;11.7;32.382;2.47; ;17.5;0.68;6.38;11.13;4.714;3.5;2.911;31.086;2.45;6.82;5.59;1.0727;C
